titolo,durata,genere,rating,regista,cast,classificazione,film_id
Home on the Range,76.0,"Animazione, Avventura, Commedia",5.4,Will Finn,"John Sanford, Judi Dench, Cuba Gooding Jr., Jennifer Tilly, Randy Quaid",T,5583
For Love of the Game,137.0,"Dramma, Romantico, Sport",6.6,Sam Raimi,"Kevin Costner, Kelly Preston, John C. Reilly, Jena Malone",,5584
Heaven Can Wait,101.0,"Commedia, Fantasy, Romantico",6.9,Warren Beatty,"Buck Henry, Warren Beatty, James Mason, Julie Christie, Jack Warden",,5585
2 Days in the Valley,104.0,"Commedia, Crime, Thriller",6.5,John Herzfeld,"Teri Hatcher, Jeff Daniels, Danny Aiello, Charlize Theron",VM18,5586
Guntur Kaaram,159.0,"Azione, Dramma",5.3,Trivikram Srinivas,"Mahesh Babu, Sreeleela, Ramya Krishnan, Jagapathi Babu",,5587
The Switch,101.0,"Commedia, Dramma, Romantico",6.1,Josh Gordon,"Will Speck, Jennifer Aniston, Jason Bateman, Patrick Wilson, Jeff Goldblum",,5588
Control,122.0,"Biografia, Dramma, Musica",7.6,Anton Corbijn,"Sam Riley, Samantha Morton, Craig Parkinson, Alexandra Maria Lara",VM18,5589
A Little White Lie,101.0,Commedia,5.8,Michael Maren,"Michael Shannon, Kate Hudson, Don Johnson, Peyton List",VM18,5590
Idioterne,117.0,"Commedia, Dramma",6.7,Lars von Trier,"Bodil Jørgensen, Jens Albinus, Anne Louise Hassing, Troels Lyby",VM18,5591
Sita Ramam,163.0,"Azione, Dramma, Mistero",8.5,Hanu Raghavapudi,"Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna, Sumanth",,5592
Foodfight!,91.0,"Animazione, Azione, Avventura",1.3,Lawrence Kasanoff,"Hilary Duff, Haylie Duff, Charlie Sheen, Eva Longoria",T,5593
Dracula,82.0,"Dramma, Horror",7.2,Terence Fisher,"Peter Cushing, Christopher Lee, Michael Gough, Melissa Stribling",,5594
Kneecap,105.0,"Commedia, Dramma",7.3,Rich Peppiatt,"Móglaí Bap, Mo Chara, DJ Próvai, Josie Walker",VM18,5595
Scandal,115.0,"Dramma, Storico",6.4,Michael Caton-Jones,"John Hurt, Joanne Whalley, Bridget Fonda, Ian McKellen",VM18,5596
A Million Little Pieces,113.0,Dramma,6.2,Sam Taylor-Johnson,"Aaron Taylor-Johnson, Billy Bob Thornton, Odessa Young, Giovanni Ribisi",VM18,5597
Monster-in-Law,101.0,"Commedia, Romantico",5.6,Robert Luketic,"Jennifer Lopez, Michael Vartan, Jane Fonda, Wanda Sykes",VM14,5598
The Brave Little Toaster,90.0,"Animazione, Avventura, Per famiglie",7.2,Jerry Rees,"Jon Lovitz, Timothy Stack, Timothy E. Day, Thurl Ravenscroft",,5599
The Painted Veil,125.0,"Dramma, Romantico",7.4,John Curran,"Naomi Watts, Edward Norton, Liev Schreiber, Catherine An",VM14,5600
Robin and Marian,106.0,"Avventura, Dramma, Romantico",6.5,Richard Lester,"Sean Connery, Audrey Hepburn, Robert Shaw, Richard Harris",,5601
The Sweet Hereafter,112.0,Dramma,7.4,Atom Egoyan,"Ian Holm, Sarah Polley, Caerthan Banks, Tom McCamus",VM18,5602
The Last Castle,131.0,"Azione, Dramma, Thriller",6.9,Rod Lurie,"Robert Redford, James Gandolfini, Mark Ruffalo, Steve Burton",,5603
Night of the Creeps,88.0,"Commedia, Horror, Fantascienza",6.7,Fred Dekker,"Jason Lively, Tom Atkins, Steve Marshall, Jill Whitlow",,5604
The Silent Twins,113.0,"Biografia, Dramma",5.8,Agnieszka Smoczynska,"Letitia Wright, Tamara Lawrance, Leah Mondesir-Simmonds, Eva-Arianna Baxter",VM18,5605
Dark Crimes,92.0,"Crime, Dramma, Mistero",4.6,Alexandros Avranas,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Kati Outinen",VM18,5606
Casanova,112.0,"Avventura, Commedia, Dramma",6.5,Lasse Hallström,"Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt",VM18,5607
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,"Commedia, Dramma, Per famiglie",6.2,Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",T,5608
Howl,92.0,"Azione, Fantasy, Horror",5.5,Paul Hyett,"Elliot Cowan, Rosie Day, Calvin Dean, Sam Gittins",,5609
American Murderer,102.0,"Biografia, Crime, Dramma",5.3,Matthew Gentile,"Tom Pelphrey, Ryan Phillippe, Idina Menzel, Paul Schneider",VM18,5610
Moving On,85.0,Commedia,6.0,Paul Weitz,"Jane Fonda, Lily Tomlin, Malcolm McDowell, Richard Roundtree",VM18,5611
Firebird,107.0,"Biografia, Dramma, Romantico",7.1,Peeter Rebane,"Tom Prior, Oleg Zagorodnii, Diana Pozharskaya, Jake Henderson",VM18,5612
The Captive,112.0,"Crime, Dramma, Mistero",5.9,Atom Egoyan,"Ryan Reynolds, Scott Speedman, Rosario Dawson, Mireille Enos",VM18,5613
Cannonball Run II,108.0,"Azione, Commedia",5.1,Hal Needham,"Ralph Bakshi, Burt Reynolds, Dom DeLuise, Dean Martin, Sammy Davis Jr.",,5614
The Tank,100.0,"Horror, Mistero, Thriller",4.6,Scott Walker,"Luciane Buchanan, Matt Whelan, Zara Nausbaum, Regina Hegemann",VM18,5615
Pathaan,146.0,"Azione, Avventura, Thriller",5.8,Siddharth Anand,"Shah Rukh Khan, Deepika Padukone, John Abraham, Dimple Kapadia",,5616
Duplex,89.0,Commedia,5.9,Danny DeVito,"Ben Stiller, Drew Barrymore, Eileen Essell, Harvey Fierstein",,5617
Body Snatchers,87.0,"Horror, Fantascienza",6.0,Abel Ferrara,"Gabrielle Anwar, Meg Tilly, Terry Kinney, Reilly Murphy",,5618
Sirf Ek Bandaa Kaafi Hai,132.0,"Crime, Dramma, Thriller",8.0,Apoorv Singh Karki,"Manoj Bajpayee, Adrija Sinha, Surya Mohan Kulshreshtha, Nikhil Pandey",,5619
Bull,88.0,"Crime, Horror, Thriller",6.5,Paul Andrew Williams,"David Nellist, Kevin Harvey, Mark Springer, Neil Maskell",,5620
Black and Blue,108.0,"Azione, Thriller",6.4,Deon Taylor,"Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter",,5621
The Quiet,96.0,"Crime, Dramma, Thriller",6.1,Jamie Babbit,"Camilla Belle, Elisha Cuthbert, Edie Falco, Martin Donovan",VM18,5622
Bajrangi Bhaijaan,163.0,"Azione, Avventura, Commedia",8.1,Kabir Khan,"Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor",,5623
More Dead Than Alive,101.0,Western,6.1,Robert Sparr,"Clint Walker, Vincent Price, Anne Francis, Paul Hampton",VM18,5624
Welcome to Marwen,116.0,"Biografia, Commedia, Dramma",6.2,Robert Zemeckis,"Steve Carell, Falk Hentschel, Matt O'Leary, Nikolai Witschl",VM14,5625
The House of the Spirits,145.0,"Dramma, Romantico",6.9,Bille August,"Jeremy Irons, Meryl Streep, Maria Conchita Alonso, António Assunção",,5626
Miss Potter,88.0,"Biografia, Dramma, Romantico",7.0,Chris Noonan,"Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn",T,5627
My Stepmother Is an Alien,105.0,"Commedia, Fantascienza",5.4,Richard Benjamin,"Dan Aykroyd, Kim Basinger, Jon Lovitz, Alyson Hannigan",,5628
Last Holiday,112.0,"Commedia, Dramma, Romantico",6.6,Wayne Wang,"Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito",,5629
Z for Zachariah,98.0,"Dramma, Romantico, Fantascienza",6.0,Craig Zobel,"Chiwetel Ejiofor, Chris Pine, Margot Robbie",VM14,5630
Finding Forrester,136.0,Dramma,7.3,Gus Van Sant,"Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin",,5631
Take Care of Maya,103.0,Documentario,7.8,Henry Roosevelt,Maya Kowalski,,5632
Byzantium,118.0,"Dramma, Fantasy, Horror",6.5,Neil Jordan,"Saoirse Ronan, Gemma Arterton, Sam Riley, Caleb Landry Jones",VM18,5633
Evil Toons,90.0,"Animazione, Commedia, Fantasy",4.1,Fred Olen Ray,"David Carradine, Arte Johnson, Dick Miller, Monique Gabrielle",VM18,5634
Basquiat,107.0,"Biografia, Dramma",6.9,Julian Schnabel,"Jeffrey Wright, Michael Wincott, Benicio Del Toro, Claire Forlani",VM18,5635
Dear David,94.0,"Horror, Thriller",3.9,John McPhail,"Justin Long, Augustus Prew, Andrea Bang, Sarah Swire",VM18,5636
Bugsy,136.0,"Biografia, Crime, Dramma",6.8,Barry Levinson,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley",VM18,5637
Hustle & Flow,116.0,"Crime, Dramma, Musica",7.3,Craig Brewer,"Terrence Howard, Ludacris, Anthony Anderson, Taryn Manning",VM18,5638
Anna and the King,148.0,"Dramma, Storico, Romantico",6.7,Andy Tennant,"Jodie Foster, Chow Yun-Fat, Bai Ling, Tom Felton",,5639
Tetsuo,67.0,"Horror, Fantascienza",6.9,Shin'ya Tsukamoto,"Tomorô Taguchi, Kei Fujiwara, Nobu Kanaoka, Shin'ya Tsukamoto",,5640
Breakthrough,116.0,"Biografia, Dramma",6.3,Roxann Dawson,"Marcel Ruiz, Topher Grace, Sarah Constible, Dennis Haysbert",T,5641
Lagaan: Once Upon a Time in India,224.0,"Dramma, Musical, Sport",8.1,Ashutosh Gowariker,"Aamir Khan, Raghubir Yadav, Gracy Singh, Rachel Shelley",,5642
